return MAE,return RMSE,return F,retrun S,return N,price MAE,price RMSE,price F,price S,price N
0.023587480340433654,0.03155219382398009,3.556193285008663,1.5377012364355362,22.165203872465696,2.392482702285048,3.477113474619669,8.36349404649096,6.449493607386177,34.16948405514094
0.017424646537103197,0.02357493567914394,5.1531812619079185,2.2778364279962173,29.601020855069706,1.8744972748091646,2.509776490541685,17.269706515856445,14.988603919592121,47.05540448507892
0.016789599107007138,0.021893211327156346,5.539903603638961,2.716961780703274,30.821198366565355,1.6297000178983825,2.3878562124522853,13.248504297700714,11.704088802832565,40.705262044160186
0.01714431701598807,0.022380047994605783,5.956459583245554,3.2372090766657298,31.707671620739724,1.5256840524119273,2.1934140369612796,14.355873875206191,13.010523219621621,42.7124412436696
0.015536631039202931,0.02047275385217099,10.523422087559698,5.061256072131783,50.50125170540061,1.9276993283340302,2.9173553777189825,35.32654646855925,32.95017258046005,76.12506958655965
0.013002130864267707,0.017027828673737606,11.570189779751368,5.926974314583033,52.41290931092141,1.3881455473849167,2.0005578334152263,48.804710953385275,42.90282963907079,110.98782568315488
0.012433558554374568,0.01613032652546508,10.873967602374355,6.076938560635958,48.65383048340051,1.3973192073138274,2.1503334207945284,33.58781603333406,29.67284949891169,83.58958844814015
0.01189675801783466,0.01548401501433221,12.78023940182646,6.6068386720488075,56.3874641855891,1.5579074719540624,2.6220015324480768,37.87990102858348,32.401816321268186,98.9266584413019
0.011188910068214073,0.015768429018747428,10.336654905051633,5.4037998452882565,48.34332049341386,1.8388090155794417,2.4030333993843507,29.825931384905793,27.32689996513114,73.71066818359118
0.01110500445557592,0.014529514150239429,9.444669505244274,4.543513027894022,44.12766050812884,1.334724945972461,1.9519579361357409,37.70538572910995,35.98876950775434,78.38083008977812
0.011361525224320008,0.014784945332279474,7.6172743060164825,4.124691347165697,37.425589929902024,1.2882883602335473,2.0027483764237117,28.434204469860706,24.768656947648616,72.12016976615352
0.011267576411706622,0.019136167196961828,9.885910406076807,5.800272079622087,46.19125307888125,2.0653412944327205,6.483105962409957,44.469986530567354,39.62994925493299,100.41830607784412
0.011078358032854946,0.01777299827885602,8.66099175960476,4.743732239046119,42.25823484334459,1.5718137499803646,2.458801557184242,25.087479151157634,21.734420853277104,71.1569060647056
0.0125902403482774,0.018214996306369843,9.532886532891595,4.522642395287177,46.42860006561336,1.8991392143929298,3.6703223277959722,23.042161282164955,19.01456800705355,66.70698239446892
0.009607455353962374,0.014245552196827839,11.093997759745784,5.469643326250877,51.17477331949834,0.907699847490669,1.314500107829678,38.45930746352601,33.24726117204294,102.01636003138908
0.010252019102354048,0.014225575623290977,11.757352707334153,5.9080698558161355,53.40714636127493,1.4836752144734715,2.143553368847306,40.55420191285435,36.38612210598514,96.46053592305502
0.011213484488320541,0.015654035919326455,9.385261455651175,4.677394388147826,45.53752613292066,1.951753726621171,3.490271777030264,43.11592953596687,39.817303483670976,97.85194355673963
0.010068029693780105,0.013610887231604623,8.92305980861251,4.86036043094146,43.205273832376534,1.0821266261671927,1.7984022407367748,33.094358043194134,30.56498567137267,80.23024088658202
0.010207249625426603,0.014110712366658168,10.882917053027759,4.758188712304532,53.162626350672056,1.7124847118170363,2.8085420202805365,49.184778709821316,47.08341780597573,102.6213734426312
0.01247133018650215,0.01691065743147562,8.028152396963241,3.9019789627894435,40.741683872184126,1.459537494770887,2.2793665488216877,38.69003128477779,35.96802372685722,85.97275416011888
0.010483407100188616,0.014199340040714796,11.953175961890361,6.840954345629753,52.4293115936851,1.5691930320751706,2.1748052876115924,28.2859606260308,22.38339255201606,84.21583970498982
